symbol,name,sector,hq,tier,fetched_at
REX,REX American Resources Corporation,Energy,"Dayton, Ohio",sp600,2026-04-20T01:14:00+00:00
REYN,Reynolds Consumer Products,Consumer Staples,"Lake Forest, Illinois",sp600,2026-04-20T01:14:00+00:00
REZI,"Resideo Technologies, Inc.",Industrials,"Scottsdale, Arizona",sp600,2026-04-20T01:14:00+00:00
RHI,Robert Half,Industrials,"Menlo Park, California",sp600,2026-04-20T01:14:00+00:00
RHP,Ryman Hospitality Properties,Real Estate,"Nashville, Tennessee",sp600,2026-04-20T01:14:00+00:00
RITM,Rithm Capital,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
RNG,"RingCentral, Inc.",Information Technology,"Belmont, California",sp600,2026-04-20T01:14:00+00:00
RNST,Renasant Corp.,Financials,"Tupelo, Mississippi",sp600,2026-04-20T01:14:00+00:00
ROCK,"Gibraltar Industries, Inc.",Industrials,"Buffalo, New York",sp600,2026-04-20T01:14:00+00:00
ROG,Rogers Corporation,Information Technology,"Chandler, Arizona",sp600,2026-04-20T01:14:00+00:00
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,"Las Vegas, Nevada",sp600,2026-04-20T01:14:00+00:00
RUN,Sunrun,Industrials,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
RUSHA,Rush Enterprises,Industrials,"New Braunfels, Texas",sp600,2026-04-20T01:14:00+00:00
RWT,"Redwood Trust, Inc.",Real Estate,"Mill Valley, California",sp600,2026-04-20T01:14:00+00:00
RXO,"RXO, Inc.",Industrials,"Charlotte, North Carolina",sp600,2026-04-20T01:14:00+00:00
SABR,Sabre,Consumer Discretionary,"Southlake, Texas",sp600,2026-04-20T01:14:00+00:00
SAFE,"Safehold, Inc.",Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SAFT,"Safety Insurance Group, Inc.",Financials,"Boston, Massachusetts",sp600,2026-04-20T01:14:00+00:00
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,"Charlotte, North Carolina",sp600,2026-04-20T01:14:00+00:00
SANM,Sanmina Corporation,Information Technology,"San Jose, California",sp600,2026-04-20T01:14:00+00:00
SBCF,Seacoast Banking Corporation of Florida,Financials,"Stuart, Florida",sp600,2026-04-20T01:14:00+00:00
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,"Denton, Texas",sp600,2026-04-20T01:14:00+00:00
SBSI,"Southside Bancshares, Inc.",Financials,"Tyler, Texas",sp600,2026-04-20T01:14:00+00:00
SCHL,Scholastic Corporation,Consumer Discretionary,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SCL,Stepan Company,Materials,"Northfield, Illinois",sp600,2026-04-20T01:14:00+00:00
SCSC,"ScanSource, Inc.",Information Technology,"Greenville, South Carolina",sp600,2026-04-20T01:14:00+00:00
SDGR,"Schrödinger, Inc.",Health Care,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SEDG,SolarEdge,Information Technology,"Herzliya, Israel",sp600,2026-04-20T01:14:00+00:00
SEM,"Select Medical Holdings, Corp.",Health Care,"Mechanicsburg, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
SEZL,Sezzle,Financials,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SFBS,"ServisFirst Bancshares, Inc.",Financials,"Birmingham, Alabama",sp600,2026-04-20T01:14:00+00:00
SFNC,Simmons First National Corporation,Financials,"Little Rock, Arkansas",sp600,2026-04-20T01:14:00+00:00
SHAK,"Shake Shack, Inc.",Consumer Discretionary,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SHEN,Shenandoah Telecommunications Co,Communication Services,"Edinburg, Virginia",sp600,2026-04-20T01:14:00+00:00
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,"Aliso Viejo, California",sp600,2026-04-20T01:14:00+00:00
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,"Long Island City, New York",sp600,2026-04-20T01:14:00+00:00
SIG,Signet Jewelers,Consumer Discretionary,"Akron, Ohio",sp600,2026-04-20T01:14:00+00:00
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,"Greensboro, North Carolina",sp600,2026-04-20T01:14:00+00:00
SKY,"Champion Homes, Inc.",Consumer Discretionary,"Troy, Michigan",sp600,2026-04-20T01:14:00+00:00
SKYW,"SkyWest, Inc.",Industrials,"St. George, Utah",sp600,2026-04-20T01:14:00+00:00
SLG,SL Green Realty,Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SLVM,Sylvamo Corp.,Materials,"Memphis, Tennessee",sp600,2026-04-20T01:14:00+00:00
SM,SM Energy Company,Energy,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,"Long Island City, New York",sp600,2026-04-20T01:14:00+00:00
SMPL,Simply Good Foods Company,Consumer Staples,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
SMTC,Semtech Corporation,Information Technology,"Camarillo, California",sp600,2026-04-20T01:14:00+00:00
SNCY,Sun Country Airlines,Industrials,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SNDR,Schneider National,Industrials,"Green Bay, Wisconsin",sp600,2026-04-20T01:14:00+00:00
SNEX,StoneX Group Inc.,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SONO,"Sonos, Inc.",Consumer Discretionary,"Santa Barbara, California",sp600,2026-04-20T01:14:00+00:00
SPHR,Sphere Entertainment,Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SPNT,SiriusPoint Ltd.,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SPSC,"SPS Commerce, Inc.",Information Technology,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SRPT,Sarepta Therapeutics,Health Care,"Cambridge, Massachusetts",sp600,2026-04-20T01:14:00+00:00
SSTK,"Shutterstock, Inc.",Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
STAA,STAAR Surgical Company,Health Care,"Monrovia, California",sp600,2026-04-20T01:14:00+00:00
STBA,"S&T Bancorp, Inc.",Financials,"Indiana, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
STC,Stewart Information Services Corporation,Financials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
STEL,"Stellar Bancorp, Inc.",Financials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
STEP,StepStone Group,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
STRA,"Strategic Education, Inc.",Consumer Discretionary,"Herndon, Virginia",sp600,2026-04-20T01:14:00+00:00
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,"Rockville, Maryland",sp600,2026-04-20T01:14:00+00:00
SXI,Standex International Corporation,Industrials,"Salem, New Hampshire",sp600,2026-04-20T01:14:00+00:00
SXT,Sensient Technologies,Materials,"Milwaukee, Wisconsin",sp600,2026-04-20T01:14:00+00:00
TALO,"Talos Energy, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
TBBK,"The Bancorp, Inc.",Financials,"Wilmington, Delaware",sp600,2026-04-20T01:14:00+00:00
TDC,Teradata,Information Technology,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
TDS,"Telephone and Data Systems, Inc.",Communication Services,"Chicago, Illinois",sp600,2026-04-20T01:14:00+00:00
TDW,"Tidewater, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
TFIN,"Triumph Bancorp, Inc.",Financials,"Dallas, Texas",sp600,2026-04-20T01:14:00+00:00
TFX,Teleflex,Health Care,"Wayne, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
TGTX,"TG Therapeutics, Inc.",Health Care,"Morrisville, North Carolina",sp600,2026-04-20T01:14:00+00:00
THRM,Gentherm Incorporated,Consumer Discretionary,"Farmington Hills, Michigan",sp600,2026-04-20T01:14:00+00:00
TILE,"Interface, Inc.",Industrials,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
TMDX,"TransMedics Group, Inc.",Health Care,"Andover, Massachusetts",sp600,2026-04-20T01:14:00+00:00
TMP,Tompkins Financial Corporation,Financials,"Ithaca, New York",sp600,2026-04-20T01:14:00+00:00
TNC,Tennant Company,Industrials,"Eden Prairie, Minnesota",sp600,2026-04-20T01:14:00+00:00
TNDM,Tandem Diabetes Care,Health Care,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
TPH,"Tri Pointe Homes, Inc.",Consumer Discretionary,"Incline Village, Nevada",sp600,2026-04-20T01:14:00+00:00
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,"Chicago, Illinois",sp600,2026-04-20T01:14:00+00:00
TRIP,TripAdvisor,Communication Services,"Needham, Massachusetts",sp600,2026-04-20T01:14:00+00:00
TRMK,Trustmark Corp.,Financials,"Jackson, Mississippi",sp600,2026-04-20T01:14:00+00:00
TRN,"Trinity Industries, Inc.",Industrials,"Dallas, Texas",sp600,2026-04-20T01:14:00+00:00
TRNO,Terreno Realty Corporation,Real Estate,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
TRST,TrustCo Bank Corp NY,Financials,"Glenville, New York",sp600,2026-04-20T01:14:00+00:00
TRUP,Trupanion,Financials,"Seattle, Washington",sp600,2026-04-20T01:14:00+00:00
TWO,Two Harbors Investment Corp.,Financials,"St. Louis Park, Minnesota",sp600,2026-04-20T01:14:00+00:00
UA,Under Armour (Class C),Consumer Discretionary,"Baltimore, Maryland",sp600,2026-04-20T01:14:00+00:00
UAA,Under Armour (Class A),Consumer Discretionary,"Baltimore, Maryland",sp600,2026-04-20T01:14:00+00:00
UCB,"United Community Banks, Inc.",Financials,"Greenville, South Carolina",sp600,2026-04-20T01:14:00+00:00
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,"Hayward, California",sp600,2026-04-20T01:14:00+00:00
UE,Urban Edge Properties,Real Estate,"Paramus, New Jersey",sp600,2026-04-20T01:14:00+00:00
UFCS,"United Fire Group, Inc.",Financials,"Cedar Rapids, Iowa",sp600,2026-04-20T01:14:00+00:00
UFPT,"UFP Technologies, Inc.",Health Care,"Newburyport, Massachusetts",sp600,2026-04-20T01:14:00+00:00
UHT,Universal Health Realty Income Trust,Real Estate,"King of Prussia, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
UNF,UniFirst Corporation,Industrials,"Wilmington, Massachusetts",sp600,2026-04-20T01:14:00+00:00
UNFI,United Natural Foods Inc,Consumer Staples,"Providence, Rhode Island",sp600,2026-04-20T01:14:00+00:00
UNIT,Uniti Group,Communication Services,"Little Rock, Arkansas",sp600,2026-04-20T01:14:00+00:00
UPBD,"Upbound Group, Inc.",Consumer Discretionary,"Plano, Texas",sp600,2026-04-20T01:14:00+00:00
UPWK,"Upwork, Inc.",Industrials,"Palo Alto, California",sp600,2026-04-20T01:14:00+00:00
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,"Philadelphia, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
USPH,"U.S. Physical Therapy, Inc.",Health Care,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
UTL,Unitil Corporation,Utilities,"Hampton, New Hampshire",sp600,2026-04-20T01:14:00+00:00
UVV,Universal Corporation,Consumer Staples,"Richmond, Virginia",sp600,2026-04-20T01:14:00+00:00
VAC,Marriott Vacations Worldwide,Consumer Discretionary,"Orlando, Florida",sp600,2026-04-20T01:14:00+00:00
VCEL,Vericel,Health Care,"Cambridge, Massachusetts",sp600,2026-04-20T01:14:00+00:00
VCTR,"Victory Capital Holdings, Inc.",Financials,"San Antonio, Texas",sp600,2026-04-20T01:14:00+00:00
VCYT,"Veracyte, Inc.",Health Care,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
VECO,Veeco Instruments Inc.,Information Technology,"Plainview, New York",sp600,2026-04-20T01:14:00+00:00
VGNT,Versigent PLC,Consumer Discretionary,"Schaffhausen, Switzerland",sp600,2026-04-20T01:14:00+00:00
VIAV,VIAVI Solutions,Information Technology,"Chandler, Arizona",sp600,2026-04-20T01:14:00+00:00
VIR,"Vir Biotechnology, Inc.",Health Care,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
VIRT,"Virtu Financial, Inc.",Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
VITL,"Vital Farms, Inc.",Consumer Staples,"Austin, Texas",sp600,2026-04-20T01:14:00+00:00
VRE,"Veris Residential, Inc.",Real Estate,"Jersey City, New Jersey",sp600,2026-04-20T01:14:00+00:00
VRRM,Verra Mobility Corporation,Industrials,"Mesa, Arizona",sp600,2026-04-20T01:14:00+00:00
VRTS,"Virtus Investment Partners, Inc.",Financials,"Hartford, Connecticut",sp600,2026-04-20T01:14:00+00:00
VSAT,"Viasat, Inc.",Information Technology,"Carlsbad, California",sp600,2026-04-20T01:14:00+00:00
VSCO,Victoria's Secret,Consumer Discretionary,"Reynoldsburg, Ohio",sp600,2026-04-20T01:14:00+00:00
VSEC,VSE Corporation,Industrials,"Miramar, Florida",sp600,2026-04-20T01:14:00+00:00
VSH,Vishay Intertechnology,Information Technology,"Malvern, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
VSNT,"Versant Media Group, Inc.",Communication Services,"Englewood Cliffs, New Jersey",sp600,2026-04-20T01:14:00+00:00
VSTS,Vestis,Industrials,"Roswell, Georgia",sp600,2026-04-20T01:14:00+00:00
VTOL,Bristow Group Inc.,Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
VYX,NCR Voyix,Information Technology,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
WABC,Westamerica Bank,Financials,"San Rafael, California",sp600,2026-04-20T01:14:00+00:00
WAFD,"WaFd, Inc.",Financials,"Seattle, Washington",sp600,2026-04-20T01:14:00+00:00
WAY,Waystar Holding Corp,Health Care,"Lehi, Utah",sp600,2026-04-20T01:14:00+00:00
WD,"Walker & Dunlop, Inc.",Financials,"Bethesda, Maryland",sp600,2026-04-20T01:14:00+00:00
WDFC,WD-40 Company,Consumer Staples,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
WEN,The Wendy's Company,Consumer Discretionary,"Dublin, Ohio",sp600,2026-04-20T01:14:00+00:00
WERN,Werner Enterprises,Industrials,"Omaha, Nebraska",sp600,2026-04-20T01:14:00+00:00
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,"Eden Prairie, Minnesota",sp600,2026-04-20T01:14:00+00:00
WHD,"Cactus, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
WINA,Winmark,Consumer Discretionary,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
WKC,World Kinect Corporation,Energy,"Doral, Florida",sp600,2026-04-20T01:14:00+00:00
WLY,John Wiley & Sons,Communication Services,"Hoboken, New Jersey",sp600,2026-04-20T01:14:00+00:00
WOR,Worthington Enterprises,Industrials,"Columbus, Ohio",sp600,2026-04-20T01:14:00+00:00
WRLD,World Acceptance Corporation,Financials,"Greenville, South Carolina",sp600,2026-04-20T01:14:00+00:00
WS,Worthington Steel,Materials,"Columbus, Ohio",sp600,2026-04-20T01:14:00+00:00
WSC,WillScot Holdings Corp.,Industrials,"Phoenix, Arizona",sp600,2026-04-20T01:14:00+00:00
WSFS,WSFS Financial Corporation,Financials,"Wilmington, Delaware",sp600,2026-04-20T01:14:00+00:00
WSR,Whitestone REIT,Real Estate,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
WT,"WisdomTree Investments, Inc.",Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
WU,Western Union,Financials,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,"Rockford, Michigan",sp600,2026-04-20T01:14:00+00:00
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,"Orlando, Florida",sp600,2026-04-20T01:14:00+00:00
XNCR,Xencor Inc,Health Care,"Pasadena, California",sp600,2026-04-20T01:14:00+00:00
XPEL,"XPEL, Inc.",Consumer Discretionary,"San Antonio, Texas",sp600,2026-04-20T01:14:00+00:00
YELP,"Yelp, Inc.",Communication Services,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
YOU,"Clear Secure, Inc.",Information Technology,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
ZD,Ziff Davis,Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,"Milwaukee, Wisconsin",sp600,2026-04-20T01:14:00+00:00
